ID,City,Month,Day,Year,AvgTemperature
637758,Vienna,1,1,2009,25.6
637759,Vienna,1,2,2009,28.2
637760,Vienna,1,3,2009,24.1
637761,Vienna,1,4,2009,26.6
637762,Vienna,1,5,2009,30.5
637763,Vienna,1,6,2009,24.8
637764,Vienna,1,7,2009,23.8
637765,Vienna,1,8,2009,24.4
637766,Vienna,1,9,2009,22.3
637767,Vienna,1,10,2009,17
637768,Vienna,1,11,2009,18.3
637769,Vienna,1,12,2009,20.2
637770,Vienna,1,13,2009,20.7
637771,Vienna,1,14,2009,23.2
637772,Vienna,1,15,2009,29.8
637773,Vienna,1,16,2009,29.4
637774,Vienna,1,17,2009,22
637775,Vienna,1,18,2009,26.5
637776,Vienna,1,19,2009,37.4
637777,Vienna,1,20,2009,38.3
637778,Vienna,1,21,2009,37.2
637779,Vienna,1,22,2009,35.7
637780,Vienna,1,23,2009,35.4
637781,Vienna,1,24,2009,41
637782,Vienna,1,25,2009,36.6
637783,Vienna,1,26,2009,34.5
637784,Vienna,1,27,2009,35.2
637785,Vienna,1,28,2009,33.8
637786,Vienna,1,29,2009,31.5
637787,Vienna,1,30,2009,31.7
637788,Vienna,1,31,2009,31
637789,Vienna,2,1,2009,30.1
637790,Vienna,2,2,2009,34
637791,Vienna,2,3,2009,35.1
637792,Vienna,2,4,2009,38.4
637793,Vienna,2,5,2009,36.6
637794,Vienna,2,6,2009,38.9
637795,Vienna,2,7,2009,48.8
637796,Vienna,2,8,2009,37.6
637797,Vienna,2,9,2009,34.2
637798,Vienna,2,10,2009,33
637799,Vienna,2,11,2009,37.8
637800,Vienna,2,12,2009,33.1
637801,Vienna,2,13,2009,30.4
637802,Vienna,2,14,2009,31.5
637803,Vienna,2,15,2009,29.2
637804,Vienna,2,16,2009,30.5
637805,Vienna,2,17,2009,30.4
637806,Vienna,2,18,2009,26.2
637807,Vienna,2,19,2009,27.1
637808,Vienna,2,20,2009,31.5
637809,Vienna,2,21,2009,31.1
637810,Vienna,2,22,2009,28
637811,Vienna,2,23,2009,37.2
637812,Vienna,2,24,2009,35.2
637813,Vienna,2,25,2009,36.9
637814,Vienna,2,26,2009,39.6
637815,Vienna,2,27,2009,41.2
637816,Vienna,2,28,2009,44.8
637817,Vienna,3,1,2009,41.3
637818,Vienna,3,2,2009,39.3
637819,Vienna,3,3,2009,42.7
637820,Vienna,3,4,2009,45.5
637821,Vienna,3,5,2009,44.7
637822,Vienna,3,6,2009,41.8
637823,Vienna,3,7,2009,39
637824,Vienna,3,8,2009,43.6
637825,Vienna,3,9,2009,43.1
637826,Vienna,3,10,2009,43.4
637827,Vienna,3,11,2009,41.6
637828,Vienna,3,12,2009,42.1
637829,Vienna,3,13,2009,43.5
637830,Vienna,3,14,2009,43.8
637831,Vienna,3,15,2009,43.5
637832,Vienna,3,16,2009,45.5
637833,Vienna,3,17,2009,42.7
637834,Vienna,3,18,2009,42.2
637835,Vienna,3,19,2009,35.6
637836,Vienna,3,20,2009,35.5
637837,Vienna,3,21,2009,36.5
637838,Vienna,3,22,2009,43.2
637839,Vienna,3,23,2009,47.4
637840,Vienna,3,24,2009,40.5
637841,Vienna,3,25,2009,35.9
637842,Vienna,3,26,2009,40.4
637843,Vienna,3,27,2009,47
637844,Vienna,3,28,2009,52
637845,Vienna,3,29,2009,45.7
637846,Vienna,3,30,2009,41.5
637847,Vienna,3,31,2009,44.2
637848,Vienna,4,1,2009,51.1
637849,Vienna,4,2,2009,54.5
637850,Vienna,4,3,2009,54.4
637851,Vienna,4,4,2009,57.8
637852,Vienna,4,5,2009,58.5
637853,Vienna,4,6,2009,60.1
637854,Vienna,4,7,2009,58.5
637855,Vienna,4,8,2009,60.1
637856,Vienna,4,9,2009,-99
637857,Vienna,4,10,2009,60
637858,Vienna,4,11,2009,60.7
637859,Vienna,4,12,2009,59.4
637860,Vienna,4,13,2009,56.6
637861,Vienna,4,14,2009,56.7
637862,Vienna,4,15,2009,56.8
637863,Vienna,4,16,2009,61.5
637864,Vienna,4,17,2009,55.7
637865,Vienna,4,18,2009,52.3
637866,Vienna,4,19,2009,56.5
637867,Vienna,4,20,2009,60.1
637868,Vienna,4,21,2009,57.2
637869,Vienna,4,22,2009,58.3
637870,Vienna,4,23,2009,50.8
637871,Vienna,4,24,2009,54.6
637872,Vienna,4,25,2009,57.2
637873,Vienna,4,26,2009,59
637874,Vienna,4,27,2009,58.1
637875,Vienna,4,28,2009,59.6
637876,Vienna,4,29,2009,56.5
637877,Vienna,4,30,2009,56.6
637878,Vienna,5,1,2009,59.5
637879,Vienna,5,2,2009,55.7
637880,Vienna,5,3,2009,59.4
637881,Vienna,5,4,2009,56.4
637882,Vienna,5,5,2009,54.3
637883,Vienna,5,6,2009,55.8
637884,Vienna,5,7,2009,60.1
637885,Vienna,5,8,2009,62.2
637886,Vienna,5,9,2009,66.4
637887,Vienna,5,10,2009,67.5
637888,Vienna,5,11,2009,67.2
637889,Vienna,5,12,2009,57.2
637890,Vienna,5,13,2009,52.8
637891,Vienna,5,14,2009,49.9
637892,Vienna,5,15,2009,57.1
637893,Vienna,5,16,2009,59.8
637894,Vienna,5,17,2009,64.6
637895,Vienna,5,18,2009,69.1
637896,Vienna,5,19,2009,65.8
637897,Vienna,5,20,2009,65.6
637898,Vienna,5,21,2009,68.8
637899,Vienna,5,22,2009,69.8
637900,Vienna,5,23,2009,64.3
637901,Vienna,5,24,2009,65.5
637902,Vienna,5,25,2009,71.9
637903,Vienna,5,26,2009,72.3
637904,Vienna,5,27,2009,63.3
637905,Vienna,5,28,2009,59.2
637906,Vienna,5,29,2009,51.5
637907,Vienna,5,30,2009,49.1
637908,Vienna,5,31,2009,54.3
637909,Vienna,6,1,2009,57.3
637910,Vienna,6,2,2009,59.8
637911,Vienna,6,3,2009,63.4
637912,Vienna,6,4,2009,57.8
637913,Vienna,6,5,2009,59.1
637914,Vienna,6,6,2009,65.2
637915,Vienna,6,7,2009,61.2
637916,Vienna,6,8,2009,65.5
637917,Vienna,6,9,2009,72.2
637918,Vienna,6,10,2009,65
637919,Vienna,6,11,2009,61.6
637920,Vienna,6,12,2009,60.5
637921,Vienna,6,13,2009,63.3
637922,Vienna,6,14,2009,68.7
637923,Vienna,6,15,2009,71.1
637924,Vienna,6,16,2009,70
637925,Vienna,6,17,2009,66.5
637926,Vienna,6,18,2009,73.1
637927,Vienna,6,19,2009,68.8
637928,Vienna,6,20,2009,58
637929,Vienna,6,21,2009,60.6
637930,Vienna,6,22,2009,55.1
637931,Vienna,6,23,2009,57.3
637932,Vienna,6,24,2009,61.9
637933,Vienna,6,25,2009,65.1
637934,Vienna,6,26,2009,66.8
637935,Vienna,6,27,2009,66.3
637936,Vienna,6,28,2009,65.9
637937,Vienna,6,29,2009,67.9
637938,Vienna,6,30,2009,71.2
637939,Vienna,7,1,2009,71.6
637940,Vienna,7,2,2009,72.1
637941,Vienna,7,3,2009,71.5
637942,Vienna,7,4,2009,74.4
637943,Vienna,7,5,2009,72.8
637944,Vienna,7,6,2009,67.2
637945,Vienna,7,7,2009,69.7
637946,Vienna,7,8,2009,65
637947,Vienna,7,9,2009,65.3
637948,Vienna,7,10,2009,62.6
637949,Vienna,7,11,2009,63.3
637950,Vienna,7,12,2009,67.7
637951,Vienna,7,13,2009,72
637952,Vienna,7,14,2009,76.8
637953,Vienna,7,15,2009,77.4
637954,Vienna,7,16,2009,75.9
637955,Vienna,7,17,2009,77.1
637956,Vienna,7,18,2009,61.1
637957,Vienna,7,19,2009,65.4
637958,Vienna,7,20,2009,66.6
637959,Vienna,7,21,2009,71.9
637960,Vienna,7,22,2009,75.7
637961,Vienna,7,23,2009,78.6
637962,Vienna,7,24,2009,73.2
637963,Vienna,7,25,2009,66.5
637964,Vienna,7,26,2009,66.9
637965,Vienna,7,27,2009,69.2
637966,Vienna,7,28,2009,69.6
637967,Vienna,7,29,2009,71
637968,Vienna,7,30,2009,75.6
637969,Vienna,7,31,2009,71.6
637970,Vienna,8,1,2009,73.2
637971,Vienna,8,2,2009,79.1
637972,Vienna,8,3,2009,71.4
637973,Vienna,8,4,2009,65
637974,Vienna,8,5,2009,68.7
637975,Vienna,8,6,2009,70.9
637976,Vienna,8,7,2009,72.2
637977,Vienna,8,8,2009,70.5
637978,Vienna,8,9,2009,67.6
637979,Vienna,8,10,2009,71.3
637980,Vienna,8,11,2009,69.3
637981,Vienna,8,12,2009,70.6
637982,Vienna,8,13,2009,69.2
637983,Vienna,8,14,2009,69.2
637984,Vienna,8,15,2009,69
637985,Vienna,8,16,2009,73.1
637986,Vienna,8,17,2009,76.5
637987,Vienna,8,18,2009,72.8
637988,Vienna,8,19,2009,69.9
637989,Vienna,8,20,2009,70.7
637990,Vienna,8,21,2009,76.7
637991,Vienna,8,22,2009,69.2
637992,Vienna,8,23,2009,64.9
637993,Vienna,8,24,2009,65.8
637994,Vienna,8,25,2009,70.3
637995,Vienna,8,26,2009,72.9
637996,Vienna,8,27,2009,74
637997,Vienna,8,28,2009,74.8
637998,Vienna,8,29,2009,63.8
637999,Vienna,8,30,2009,62.2
638000,Vienna,8,31,2009,62.8
638001,Vienna,9,1,2009,68.6
638002,Vienna,9,2,2009,69
638003,Vienna,9,3,2009,72
638004,Vienna,9,4,2009,62.1
638005,Vienna,9,5,2009,60.2
638006,Vienna,9,6,2009,59.9
638007,Vienna,9,7,2009,58.7
638008,Vienna,9,8,2009,60.3
638009,Vienna,9,9,2009,62.8
638010,Vienna,9,10,2009,65.4
638011,Vienna,9,11,2009,66.4
638012,Vienna,9,12,2009,63.9
638013,Vienna,9,13,2009,63
638014,Vienna,9,14,2009,61.1
638015,Vienna,9,15,2009,64
638016,Vienna,9,16,2009,67.1
638017,Vienna,9,17,2009,64.5
638018,Vienna,9,18,2009,65.3
638019,Vienna,9,19,2009,63.5
638020,Vienna,9,20,2009,65.7
638021,Vienna,9,21,2009,64.3
638022,Vienna,9,22,2009,64.5
638023,Vienna,9,23,2009,64.3
638024,Vienna,9,24,2009,65.3
638025,Vienna,9,25,2009,61
638026,Vienna,9,26,2009,57.7
638027,Vienna,9,27,2009,61
638028,Vienna,9,28,2009,63
638029,Vienna,9,29,2009,65.1
638030,Vienna,9,30,2009,61.5
638031,Vienna,10,1,2009,62
638032,Vienna,10,2,2009,55
638033,Vienna,10,3,2009,53.8
638034,Vienna,10,4,2009,58.1
638035,Vienna,10,5,2009,60.9
638036,Vienna,10,6,2009,65.8
638037,Vienna,10,7,2009,69.6
638038,Vienna,10,8,2009,68.4
638039,Vienna,10,9,2009,56.1
638040,Vienna,10,10,2009,53.4
638041,Vienna,10,11,2009,57.3
638042,Vienna,10,12,2009,50.7
638043,Vienna,10,13,2009,44.1
638044,Vienna,10,14,2009,40.3
638045,Vienna,10,15,2009,37.8
638046,Vienna,10,16,2009,40.7
638047,Vienna,10,17,2009,42.3
638048,Vienna,10,18,2009,41.5
638049,Vienna,10,19,2009,41.6
638050,Vienna,10,20,2009,40.8
638051,Vienna,10,21,2009,40.2
638052,Vienna,10,22,2009,46.3
638053,Vienna,10,23,2009,50.3
638054,Vienna,10,24,2009,49.7
638055,Vienna,10,25,2009,47.3
638056,Vienna,10,26,2009,48.2
638057,Vienna,10,27,2009,54.6
638058,Vienna,10,28,2009,52.2
638059,Vienna,10,29,2009,46.1
638060,Vienna,10,30,2009,39.1
638061,Vienna,10,31,2009,33
638062,Vienna,11,1,2009,35.7
638063,Vienna,11,2,2009,37.8
638064,Vienna,11,3,2009,33.5
638065,Vienna,11,4,2009,35.8
638066,Vienna,11,5,2009,39.4
638067,Vienna,11,6,2009,39.7
638068,Vienna,11,7,2009,42.4
638069,Vienna,11,8,2009,43.5
638070,Vienna,11,9,2009,46.4
638071,Vienna,11,10,2009,42.6
638072,Vienna,11,11,2009,42
638073,Vienna,11,12,2009,45.9
638074,Vienna,11,13,2009,45.8
638075,Vienna,11,14,2009,42.1
638076,Vienna,11,15,2009,50.4
638077,Vienna,11,16,2009,47.2
638078,Vienna,11,17,2009,47
638079,Vienna,11,18,2009,49.4
638080,Vienna,11,19,2009,49
638081,Vienna,11,20,2009,40.1
638082,Vienna,11,21,2009,41.6
638083,Vienna,11,22,2009,39.6
638084,Vienna,11,23,2009,43.3
638085,Vienna,11,24,2009,51.8
638086,Vienna,11,25,2009,52.5
638087,Vienna,11,26,2009,44.2
638088,Vienna,11,27,2009,39.1
638089,Vienna,11,28,2009,41.4
638090,Vienna,11,29,2009,42.4
638091,Vienna,11,30,2009,52.1
638092,Vienna,12,1,2009,44.8
638093,Vienna,12,2,2009,40.4
638094,Vienna,12,3,2009,34
638095,Vienna,12,4,2009,37.2
638096,Vienna,12,5,2009,37.7
638097,Vienna,12,6,2009,33.3
638098,Vienna,12,7,2009,37.6
638099,Vienna,12,8,2009,41
638100,Vienna,12,9,2009,42.7
638101,Vienna,12,10,2009,43.1
638102,Vienna,12,11,2009,41.2
638103,Vienna,12,12,2009,34.9
638104,Vienna,12,13,2009,28.8
638105,Vienna,12,14,2009,25.2
638106,Vienna,12,15,2009,26
638107,Vienna,12,16,2009,24.5
638108,Vienna,12,17,2009,22
638109,Vienna,12,18,2009,21.1
638110,Vienna,12,19,2009,17.8
638111,Vienna,12,20,2009,13
638112,Vienna,12,21,2009,15.5
638113,Vienna,12,22,2009,36.8
638114,Vienna,12,23,2009,43.1
638115,Vienna,12,24,2009,47.1
638116,Vienna,12,25,2009,51.7
638117,Vienna,12,26,2009,40.3
638118,Vienna,12,27,2009,34.7
638119,Vienna,12,28,2009,38.8
638120,Vienna,12,29,2009,32.7
638121,Vienna,12,30,2009,35.5
638122,Vienna,12,31,2009,36.6
638123,Vienna,1,1,2010,38.4
638124,Vienna,1,2,2010,34.7
638125,Vienna,1,3,2010,29
638126,Vienna,1,4,2010,27.4
638127,Vienna,1,5,2010,25.8
638128,Vienna,1,6,2010,28.2
638129,Vienna,1,7,2010,27.8
638130,Vienna,1,8,2010,29.1
638131,Vienna,1,9,2010,32
638132,Vienna,1,10,2010,32.5
638133,Vienna,1,11,2010,30.3
638134,Vienna,1,12,2010,24.9
638135,Vienna,1,13,2010,28.2
638136,Vienna,1,14,2010,30.4
638137,Vienna,1,15,2010,31.2
638138,Vienna,1,16,2010,31.3
638139,Vienna,1,17,2010,28.9
638140,Vienna,1,18,2010,34
638141,Vienna,1,19,2010,34.5
638142,Vienna,1,20,2010,28.5
638143,Vienna,1,21,2010,19.1
638144,Vienna,1,22,2010,19.4
638145,Vienna,1,23,2010,15.9
638146,Vienna,1,24,2010,19
638147,Vienna,1,25,2010,21.5
638148,Vienna,1,26,2010,20.4
638149,Vienna,1,27,2010,12.8
638150,Vienna,1,28,2010,26.9
638151,Vienna,1,29,2010,32.5
638152,Vienna,1,30,2010,33
638153,Vienna,1,31,2010,29.2
638154,Vienna,2,1,2010,29.3
638155,Vienna,2,2,2010,30.3
638156,Vienna,2,3,2010,32.9
638157,Vienna,2,4,2010,28.8
638158,Vienna,2,5,2010,32.1
638159,Vienna,2,6,2010,32.9
638160,Vienna,2,7,2010,24.1
638161,Vienna,2,8,2010,22.4
638162,Vienna,2,9,2010,24.8
638163,Vienna,2,10,2010,27.9
638164,Vienna,2,11,2010,26.9
638165,Vienna,2,12,2010,26.7
638166,Vienna,2,13,2010,29.4
638167,Vienna,2,14,2010,28.8
638168,Vienna,2,15,2010,27.1
638169,Vienna,2,16,2010,25.9
638170,Vienna,2,17,2010,33.5
638171,Vienna,2,18,2010,33.8
638172,Vienna,2,19,2010,35.2
638173,Vienna,2,20,2010,37.3
638174,Vienna,2,21,2010,37.2
638175,Vienna,2,22,2010,37
638176,Vienna,2,23,2010,36.8
638177,Vienna,2,24,2010,38.2
638178,Vienna,2,25,2010,43.1
638179,Vienna,2,26,2010,44.4
638180,Vienna,2,27,2010,45.1
638181,Vienna,2,28,2010,46.7
638182,Vienna,3,1,2010,48.9
638183,Vienna,3,2,2010,41.7
638184,Vienna,3,3,2010,39.3
638185,Vienna,3,4,2010,35.1
638186,Vienna,3,5,2010,29.8
638187,Vienna,3,6,2010,27
638188,Vienna,3,7,2010,26.5
638189,Vienna,3,8,2010,25
638190,Vienna,3,9,2010,26.6
638191,Vienna,3,10,2010,29.4
638192,Vienna,3,11,2010,31.5
638193,Vienna,3,12,2010,34.9
638194,Vienna,3,13,2010,38.6
638195,Vienna,3,14,2010,41.5
638196,Vienna,3,15,2010,37.7
638197,Vienna,3,16,2010,39.7
638198,Vienna,3,17,2010,40.8
638199,Vienna,3,18,2010,44.2
638200,Vienna,3,19,2010,48
638201,Vienna,3,20,2010,48.7
638202,Vienna,3,21,2010,54.7
638203,Vienna,3,22,2010,52.9
638204,Vienna,3,23,2010,48.4
638205,Vienna,3,24,2010,50.8
638206,Vienna,3,25,2010,57.6
638207,Vienna,3,26,2010,57.1
638208,Vienna,3,27,2010,52
638209,Vienna,3,28,2010,50.1
638210,Vienna,3,29,2010,54.6
638211,Vienna,3,30,2010,56.3
638212,Vienna,3,31,2010,46.3
638213,Vienna,4,1,2010,46.7
638214,Vienna,4,2,2010,43.4
638215,Vienna,4,3,2010,46.7
638216,Vienna,4,4,2010,52
638217,Vienna,4,5,2010,47.3
638218,Vienna,4,6,2010,46.7
638219,Vienna,4,7,2010,46
638220,Vienna,4,8,2010,51.6
638221,Vienna,4,9,2010,53.2
638222,Vienna,4,10,2010,47.3
638223,Vienna,4,11,2010,43.9
638224,Vienna,4,12,2010,41.4
638225,Vienna,4,13,2010,46.8
638226,Vienna,4,14,2010,46.6
638227,Vienna,4,15,2010,47.3
638228,Vienna,4,16,2010,52.7
638229,Vienna,4,17,2010,48.7
638230,Vienna,4,18,2010,48.8
638231,Vienna,4,19,2010,54.9
638232,Vienna,4,20,2010,55.6
638233,Vienna,4,21,2010,55.9
638234,Vienna,4,22,2010,46.7
638235,Vienna,4,23,2010,47.1
638236,Vienna,4,24,2010,55
638237,Vienna,4,25,2010,57.4
638238,Vienna,4,26,2010,58.6
638239,Vienna,4,27,2010,57.5
638240,Vienna,4,28,2010,56.5
638241,Vienna,4,29,2010,58.4
638242,Vienna,4,30,2010,62.6
638243,Vienna,5,1,2010,63.6
638244,Vienna,5,2,2010,61.1
638245,Vienna,5,3,2010,55.7
638246,Vienna,5,4,2010,57.4
638247,Vienna,5,5,2010,51.9
638248,Vienna,5,6,2010,60.6
638249,Vienna,5,7,2010,55.7
638250,Vienna,5,8,2010,55.3
638251,Vienna,5,9,2010,59.2
638252,Vienna,5,10,2010,59
638253,Vienna,5,11,2010,61.1
638254,Vienna,5,12,2010,58.6
638255,Vienna,5,13,2010,56.5
638256,Vienna,5,14,2010,53.6
638257,Vienna,5,15,2010,50.2
638258,Vienna,5,16,2010,46.9
638259,Vienna,5,17,2010,51.4
638260,Vienna,5,18,2010,52.5
638261,Vienna,5,19,2010,50.6
638262,Vienna,5,20,2010,51.9
638263,Vienna,5,21,2010,57.4
638264,Vienna,5,22,2010,59.9
638265,Vienna,5,23,2010,62
638266,Vienna,5,24,2010,66.4
638267,Vienna,5,25,2010,62.1
638268,Vienna,5,26,2010,62.1
638269,Vienna,5,27,2010,62.1
638270,Vienna,5,28,2010,64.5
638271,Vienna,5,29,2010,64.1
638272,Vienna,5,30,2010,61.1
638273,Vienna,5,31,2010,55.7
638274,Vienna,6,1,2010,54
638275,Vienna,6,2,2010,52.3
638276,Vienna,6,3,2010,57.9
638277,Vienna,6,4,2010,61.7
638278,Vienna,6,5,2010,64.3
638279,Vienna,6,6,2010,67.1
638280,Vienna,6,7,2010,70.2
638281,Vienna,6,8,2010,72.8
638282,Vienna,6,9,2010,74.3
638283,Vienna,6,10,2010,74.9
638284,Vienna,6,11,2010,76.3
638285,Vienna,6,12,2010,76.4
638286,Vienna,6,13,2010,70.3
638287,Vienna,6,14,2010,63.4
638288,Vienna,6,15,2010,61.4
638289,Vienna,6,16,2010,58.1
638290,Vienna,6,17,2010,62.8
638291,Vienna,6,18,2010,64.6
638292,Vienna,6,19,2010,60.4
638293,Vienna,6,20,2010,58
638294,Vienna,6,21,2010,56.4
638295,Vienna,6,22,2010,61.9
638296,Vienna,6,23,2010,63.1
638297,Vienna,6,24,2010,65.1
638298,Vienna,6,25,2010,66.5
638299,Vienna,6,26,2010,67
638300,Vienna,6,27,2010,68
638301,Vienna,6,28,2010,68.8
638302,Vienna,6,29,2010,72.4
638303,Vienna,6,30,2010,73.8
638304,Vienna,7,1,2010,74.4
638305,Vienna,7,2,2010,74.1
638306,Vienna,7,3,2010,74.4
638307,Vienna,7,4,2010,72.1
638308,Vienna,7,5,2010,71.4
638309,Vienna,7,6,2010,68.3
638310,Vienna,7,7,2010,65
638311,Vienna,7,8,2010,65.6
638312,Vienna,7,9,2010,70.7
638313,Vienna,7,10,2010,73.5
638314,Vienna,7,11,2010,77
638315,Vienna,7,12,2010,78.9
638316,Vienna,7,13,2010,79.5
638317,Vienna,7,14,2010,80.2
638318,Vienna,7,15,2010,80.9
638319,Vienna,7,16,2010,79.3
638320,Vienna,7,17,2010,80.2
638321,Vienna,7,18,2010,65.3
638322,Vienna,7,19,2010,65.6
638323,Vienna,7,20,2010,70.6
638324,Vienna,7,21,2010,77.2
638325,Vienna,7,22,2010,79.7
638326,Vienna,7,23,2010,76.7
638327,Vienna,7,24,2010,64.3
638328,Vienna,7,25,2010,59.6
638329,Vienna,7,26,2010,61.2
638330,Vienna,7,27,2010,66.4
638331,Vienna,7,28,2010,69.9
638332,Vienna,7,29,2010,65.8
638333,Vienna,7,30,2010,61.6
638334,Vienna,7,31,2010,66.5
638335,Vienna,8,1,2010,69.4
638336,Vienna,8,2,2010,72.7
638337,Vienna,8,3,2010,68
638338,Vienna,8,4,2010,66.8
638339,Vienna,8,5,2010,66.5
638340,Vienna,8,6,2010,64
638341,Vienna,8,7,2010,60.8
638342,Vienna,8,8,2010,67.8
638343,Vienna,8,9,2010,67.6
638344,Vienna,8,10,2010,67.3
638345,Vienna,8,11,2010,69.3
638346,Vienna,8,12,2010,72.1
638347,Vienna,8,13,2010,72.3
638348,Vienna,8,14,2010,70.2
638349,Vienna,8,15,2010,72.7
638350,Vienna,8,16,2010,66.2
638351,Vienna,8,17,2010,63.7
638352,Vienna,8,18,2010,67
638353,Vienna,8,19,2010,69.2
638354,Vienna,8,20,2010,64.3
638355,Vienna,8,21,2010,67.7
638356,Vienna,8,22,2010,71.3
638357,Vienna,8,23,2010,72.7
638358,Vienna,8,24,2010,68.7
638359,Vienna,8,25,2010,67.6
638360,Vienna,8,26,2010,69.5
638361,Vienna,8,27,2010,67.6
638362,Vienna,8,28,2010,62.3
638363,Vienna,8,29,2010,58.6
638364,Vienna,8,30,2010,54.4
638365,Vienna,8,31,2010,52.3
638366,Vienna,9,1,2010,58.5
638367,Vienna,9,2,2010,59.8
638368,Vienna,9,3,2010,59.4
638369,Vienna,9,4,2010,57
638370,Vienna,9,5,2010,52.7
638371,Vienna,9,6,2010,52.5
638372,Vienna,9,7,2010,52.2
638373,Vienna,9,8,2010,56.1
638374,Vienna,9,9,2010,61.2
638375,Vienna,9,10,2010,60.3
638376,Vienna,9,11,2010,61
638377,Vienna,9,12,2010,61.5
638378,Vienna,9,13,2010,60.4
638379,Vienna,9,14,2010,61.5
638380,Vienna,9,15,2010,63.1
638381,Vienna,9,16,2010,60.3
638382,Vienna,9,17,2010,59.4
638383,Vienna,9,18,2010,58.1
638384,Vienna,9,19,2010,54.8
638385,Vienna,9,20,2010,52.5
638386,Vienna,9,21,2010,55.6
638387,Vienna,9,22,2010,57.4
638388,Vienna,9,23,2010,61.6
638389,Vienna,9,24,2010,62.7
638390,Vienna,9,25,2010,59.2
638391,Vienna,9,26,2010,52.2
638392,Vienna,9,27,2010,55.6
638393,Vienna,9,28,2010,53.7
638394,Vienna,9,29,2010,52.7
638395,Vienna,9,30,2010,48.9
638396,Vienna,10,1,2010,47.2
638397,Vienna,10,2,2010,50.8
638398,Vienna,10,3,2010,51.7
638399,Vienna,10,4,2010,52.4
638400,Vienna,10,5,2010,51
638401,Vienna,10,6,2010,51.3
638402,Vienna,10,7,2010,54.8
638403,Vienna,10,8,2010,50.4
638404,Vienna,10,9,2010,47.3
638405,Vienna,10,10,2010,44.5
638406,Vienna,10,11,2010,45.9
638407,Vienna,10,12,2010,46.9
638408,Vienna,10,13,2010,43.1
638409,Vienna,10,14,2010,44.5
638410,Vienna,10,15,2010,48.4
638411,Vienna,10,16,2010,47.2
638412,Vienna,10,17,2010,42.5
638413,Vienna,10,18,2010,44
638414,Vienna,10,19,2010,46
638415,Vienna,10,20,2010,46.3
638416,Vienna,10,21,2010,42.5
638417,Vienna,10,22,2010,40.8
638418,Vienna,10,23,2010,41.7
638419,Vienna,10,24,2010,44.2
638420,Vienna,10,25,2010,42.6
638421,Vienna,10,26,2010,42.3
638422,Vienna,10,27,2010,37.3
638423,Vienna,10,28,2010,37.8
638424,Vienna,10,29,2010,41.6
638425,Vienna,10,30,2010,45.8
638426,Vienna,10,31,2010,53
638427,Vienna,11,1,2010,54.1
638428,Vienna,11,2,2010,51.1
638429,Vienna,11,3,2010,49.9
638430,Vienna,11,4,2010,58
638431,Vienna,11,5,2010,58.6
638432,Vienna,11,6,2010,57.6
638433,Vienna,11,7,2010,49.5
638434,Vienna,11,8,2010,47
638435,Vienna,11,9,2010,47
638436,Vienna,11,10,2010,43.2
638437,Vienna,11,11,2010,44
638438,Vienna,11,12,2010,49.3
638439,Vienna,11,13,2010,51.1
638440,Vienna,11,14,2010,43.5
638441,Vienna,11,15,2010,45.1
638442,Vienna,11,16,2010,47.8
638443,Vienna,11,17,2010,46.2
638444,Vienna,11,18,2010,46
638445,Vienna,11,19,2010,43
638446,Vienna,11,20,2010,39.7
638447,Vienna,11,21,2010,44.8
638448,Vienna,11,22,2010,47.2
638449,Vienna,11,23,2010,42.6
638450,Vienna,11,24,2010,39.9
638451,Vienna,11,25,2010,37.4
638452,Vienna,11,26,2010,34.6
638453,Vienna,11,27,2010,33.2
638454,Vienna,11,28,2010,31.8
638455,Vienna,11,29,2010,33.7
638456,Vienna,11,30,2010,28.8
638457,Vienna,12,1,2010,27.5
638458,Vienna,12,2,2010,28.4
638459,Vienna,12,3,2010,27.3
638460,Vienna,12,4,2010,19.3
638461,Vienna,12,5,2010,16.6
638462,Vienna,12,6,2010,23.4
638463,Vienna,12,7,2010,32.9
638464,Vienna,12,8,2010,34.2
638465,Vienna,12,9,2010,34.4
638466,Vienna,12,10,2010,31.3
638467,Vienna,12,11,2010,34.1
638468,Vienna,12,12,2010,38.3
638469,Vienna,12,13,2010,28.7
638470,Vienna,12,14,2010,24.7
638471,Vienna,12,15,2010,25.2
638472,Vienna,12,16,2010,18
638473,Vienna,12,17,2010,19.8
638474,Vienna,12,18,2010,18.2
638475,Vienna,12,19,2010,14.9
638476,Vienna,12,20,2010,22.8
638477,Vienna,12,21,2010,26.5
638478,Vienna,12,22,2010,31
638479,Vienna,12,23,2010,38.2
638480,Vienna,12,24,2010,42.8
638481,Vienna,12,25,2010,33
638482,Vienna,12,26,2010,24.5
638483,Vienna,12,27,2010,26.2
638484,Vienna,12,28,2010,24.8
638485,Vienna,12,29,2010,19.1
638486,Vienna,12,30,2010,17.7
638487,Vienna,12,31,2010,24
638488,Vienna,1,1,2011,32.2
638489,Vienna,1,2,2011,34
638490,Vienna,1,3,2011,31.9
638491,Vienna,1,4,2011,22.5
638492,Vienna,1,5,2011,24.7
638493,Vienna,1,6,2011,28.3
638494,Vienna,1,7,2011,33.1
638495,Vienna,1,8,2011,33.8
638496,Vienna,1,9,2011,32.4
638497,Vienna,1,10,2011,34.8
638498,Vienna,1,11,2011,36
638499,Vienna,1,12,2011,40.5
638500,Vienna,1,13,2011,43.1
638501,Vienna,1,14,2011,52
